coefs,params,zne
"[np.float64(0.23384570898920307), np.float64(-0.15760139409800694), np.float64(-0.049303270978323606), np.float64(-0.09746223815954486), np.float64(-0.22478467090495297), np.float64(0.09424424578240019), np.float64(0.14282424883849526), np.float64(-0.0360962444535663), np.float64(0.10696843962557746), np.float64(-1.1081090288747628), np.float64(-0.25349986989667), np.float64(0.2609295908237528), np.float64(0.1906894999069418), np.float64(0.03401816344513184), np.float64(-0.12360894829143587), np.float64(0.1351970063613535), np.float64(0.07757967812119532), np.float64(-0.49162950221938095), np.float64(-0.26251184847724607), np.float64(-0.07645218275509179), np.float64(0.2559450062752104), np.float64(0.21588215675000408), np.float64(-0.044599023297540986), np.float64(0.0983721731324397), np.float64(-0.07000147299112741), np.float64(-0.22391727529590513), np.float64(0.6847658669700087), np.float64(-0.26621795521543234), np.float64(-0.11065998795623924), np.float64(0.1316919857828013), np.float64(-0.2712412356343958), np.float64(0.15403179824028992), np.float64(-0.37471267203969577), np.float64(-0.08485050175069095), np.float64(-0.000829011631589925), np.float64(0.15359300441865087), np.float64(-0.5998836943946606), np.float64(0.4073100772311617), np.float64(-0.35344373860802436), np.float64(-0.17931220735679332), np.float64(-0.23264511257402673), np.float64(0.030193910998633732), np.float64(-0.20043231194660582), np.float64(-0.029206055975547176), np.float64(0.2076150390123155), np.float64(0.2147822186236256), np.float64(0.0500548463790372), np.float64(-0.07496732695341285), np.float64(0.12519351323083286), np.float64(-0.07826817985935475), np.float64(0.2103022868425959), np.float64(-0.036737688772912086), np.float64(0.2752501977942578), np.float64(-0.03666863953778523), np.float64(0.14953244521657214), np.float64(-0.36727849107177335), np.float64(0.004517075488836575), np.float64(0.3131659918429255), np.float64(0.26813976779667903), np.float64(-0.28931072527411333), np.float64(-0.4374972066596913), np.float64(-0.06281384371566351), np.float64(-0.02300718089642016), np.float64(-0.01031198853662497), np.float64(0.10289238741669503), np.float64(0.3956996265094642)]","[ 9.83430691e-01 -2.86200534e-03 -2.56960275e+00 -8.89066242e-01
 -2.66825639e+00 -1.56836411e+00  3.14231843e+00  2.47438049e-01
 -9.77357671e-04 -1.57179732e+00  1.94121895e+00 -1.57344061e+00
 -1.67771044e+00 -1.63945905e+00  1.57033567e+00 -4.71316987e+00
 -1.56735592e+00 -1.38656542e-03  3.14310987e+00  3.14129983e+00
  3.14139217e+00  1.57132075e+00  1.57060276e+00 -3.39463532e+00
 -1.57082684e+00  1.52762397e+00  1.48316388e+00 -1.60598154e+00
  1.57909714e+00  1.63247508e+00 -1.57441882e+00  1.51367266e+00
 -1.56327026e+00 -1.24498850e+00  1.38313783e+00 -3.14577381e+00
 -1.56976295e+00 -1.49387339e+00 -1.66826260e+00  1.69083870e+00
  3.14192929e+00  3.14148892e+00 -3.04333863e-04  3.14058447e+00
 -9.23367739e-01 -5.17736020e-01 -4.59870650e+00  1.60041185e+00]",-1.7428474415764867
"[np.float64(0.16714965449147276), np.float64(-0.3727180562554883), np.float64(0.13158152930984793), np.float64(0.23140014828625394), np.float64(0.4046565249204305), np.float64(-0.1756134646246047), np.float64(-0.2612875787652026), np.float64(0.08516089389160446), np.float64(0.21486906549127766), np.float64(-0.48294290483925456), np.float64(0.005317764253874525), np.float64(0.09214488098035564), np.float64(-0.26156551869916966), np.float64(-0.9005137703414104), np.float64(-0.31537560193695785), np.float64(-0.06313181749899922), np.float64(-0.11713640430214989), np.float64(0.10494870657028846), np.float64(0.2914398067589837), np.float64(-0.048019016125510475), np.float64(-0.06955889641843307), np.float64(0.18999657077685592), np.float64(0.17131693188239783), np.float64(0.003936176493903823), np.float64(0.34484861420447543), np.float64(0.10744483628567685), np.float64(0.6294447052914312), np.float64(0.014021556883703242), np.float64(0.17519462988325454), np.float64(-0.08339273689283877), np.float64(-0.36697092830997935), np.float64(0.05908715950225766), np.float64(-0.31183540963180484), np.float64(0.5047035367070184), np.float64(-0.3223136254005041), np.float64(-0.37914111261509653), np.float64(0.3099020042743485), np.float64(-0.32144687860980825), np.float64(0.04124594260020497), np.float64(-0.4152565682402812), np.float64(0.04448867226882116), np.float64(0.5416555330776849), np.float64(0.18455643033636743), np.float64(-0.20933586494096898), np.float64(0.06213541071495838), np.float64(0.04654936730957242), np.float64(-0.06289635043505822), np.float64(0.49894314259322586), np.float64(-0.6662288359794721), np.float64(-0.21836041877689902), np.float64(-0.37868777440921514), np.float64(-0.3040550005793713), np.float64(-0.37872587661328705), np.float64(0.31528250757014625), np.float64(-0.07062553052068045), np.float64(-0.5806015111692192), np.float64(0.09020368136464543), np.float64(0.18617391258882116), np.float64(-0.07964751898515632), np.float64(-0.02214685069837778), np.float64(0.024019861538812987), np.float64(-0.08298459108187599), np.float64(0.8398113079815174), np.float64(0.14150865298698642), np.float64(0.32724673610639987), np.float64(0.15549299264834582)]","[ 1.85510113e+00 -1.56837410e+00  1.57055238e+00 -1.73167204e+00
  4.73706933e+00  1.46619966e+00 -8.45362190e-01  5.88616527e+00
 -1.71693354e-01 -3.10320139e+00 -3.47271867e-01 -3.22491553e-01
 -8.84296887e-01 -1.56863839e+00  1.57068379e+00 -1.56895916e+00
  1.56684211e+00  1.56338032e+00  1.57937337e+00  1.55888150e+00
  1.54045620e+00 -1.60050084e+00  1.54913190e+00 -1.56156140e+00
  1.57054734e+00 -1.57115495e+00 -1.56900660e+00 -1.55211988e+00
 -1.47745525e+00  4.68765349e+00  4.45280871e+00  1.44486067e+00
 -2.10805034e+00 -1.25935353e+00  4.15392865e+00  1.68205578e+00
  7.33539580e-04  3.07375291e+00  6.20331928e-02  3.20186374e+00
  7.73902372e-01 -1.17015576e+00  1.54791497e+00 -4.67506497e+00
 -1.70327840e+00 -1.58246606e+00  1.19539278e+00  2.91046901e+00]",-1.8800780805750037
"[np.float64(0.1837253883591304), np.float64(-0.11880897777116611), np.float64(0.11280108778950713), np.float64(0.0009834613427423988), np.float64(-0.12288425805270942), np.float64(-0.11679476002769085), np.float64(0.5991641799322975), np.float64(-0.31729149424798875), np.float64(0.49417939069384537), np.float64(-0.45798226199460584), np.float64(0.09021923865444342), np.float64(-0.2816591624746172), np.float64(-0.015253667393290784), np.float64(0.1879751043967624), np.float64(0.3333475404474614), np.float64(-0.1358395141642679), np.float64(-0.1533699292537819), np.float64(0.49371005731892575), np.float64(0.32865828654042817), np.float64(-0.2111666746602349), np.float64(-0.1314049364869995), np.float64(0.42934905244607935), np.float64(-0.09751041129671523), np.float64(0.11627874351306638), np.float64(-0.7987820277651806), np.float64(0.09807518992950331), np.float64(-0.17631682882213676), np.float64(0.10764515857190673), np.float64(0.12209260650388275), np.float64(-0.1841523334466838), np.float64(-0.2852208908925592), np.float64(0.2305304469784747), np.float64(0.33034677510000127), np.float64(0.05889144988795463), np.float64(0.08935726913047314), np.float64(-0.16434266728987898), np.float64(0.2166680663937369), np.float64(-0.3287522301769131), np.float64(0.20603060988352995), np.float64(0.11643629979003613), np.float64(0.24182961449624904), np.float64(-0.6408529132039207), np.float64(0.08433794306794591), np.float64(0.0662722658224637), np.float64(0.14012073360874175), np.float64(0.06317491385621009), np.float64(-0.15319388674230708), np.float64(0.3958249869379141), np.float64(-0.12758147397612138), np.float64(-0.6278619266097714), np.float64(-0.08787354577893049), np.float64(-0.5069151925102348), np.float64(0.3874735738042285), np.float64(0.32545718339561974), np.float64(0.22350105372448745), np.float64(-0.5394235166895343), np.float64(0.2599563717013896), np.float64(0.12155096544985733), np.float64(0.19532871762297932), np.float64(-0.2603278385232827), np.float64(0.3995043968783325), np.float64(-0.41566143452303866), np.float64(0.3260717624193251), np.float64(0.08827991287726218), np.float64(0.1798691362616428), np.float64(-0.3485758617479857)]","[-2.40941237  1.53148968  0.77367466  0.29791912  0.22642428 -1.05231637
  4.09657583 -1.99543689 -0.15189742 -0.80221475 -0.23263635 -1.57622056
 -1.58052717  2.05296665  1.20479525 -1.59703249 -1.54607156 -1.56448043
 -1.58154249 -1.56937631 -1.56981041  1.57077655 -1.57026676 -1.57123664
 -5.45459864  0.22634489 -2.13386189  1.35329637  1.50520646  1.67730846
  1.54794647  1.52864643 -1.5648051  -1.50918885  1.60027017  1.55401512
  4.70090854  1.58092461  1.58190219  1.55941564  1.55444498 -1.58842406
  1.54824398  1.54462508  1.56126931  1.53634833  1.55215863 -1.56212558]",-2.3533394056385077
"[np.float64(0.233295990637782), np.float64(0.12399363393406666), np.float64(0.2519993256572398), np.float64(0.046456958205843925), np.float64(0.12258535481970781), np.float64(-0.2895331121139228), np.float64(0.13929080550383074), np.float64(-0.3738115429721957), np.float64(-0.04841073976724952), np.float64(0.7185068927784537), np.float64(-0.2004919060920508), np.float64(-0.1865027179431093), np.float64(-0.4091769615333053), np.float64(-0.5187245910146774), np.float64(-0.05728452047268631), np.float64(-0.08630485247707424), np.float64(-0.3169351460138532), np.float64(-0.003690738358518991), np.float64(-0.4115586378877042), np.float64(-0.008862388343712353), np.float64(-0.03293658300040904), np.float64(0.20451980841016806), np.float64(-0.11443562817150166), np.float64(0.2177434547831969), np.float64(0.009726151386789292), np.float64(0.3259280896456261), np.float64(-0.5001750043618075), np.float64(-0.3076356927850425), np.float64(0.5288060741588119), np.float64(0.043845185693430364), np.float64(0.5245624794151958), np.float64(0.46595670887968593), np.float64(0.2037333701091963), np.float64(-0.0582740988677044), np.float64(0.0852428087609462), np.float64(0.45156205447870895), np.float64(0.02996363540002196), np.float64(0.032491320148683715), np.float64(-0.13439780078665367), np.float64(0.5539793788361044), np.float64(0.34559398977658684), np.float64(0.3944759574793389), np.float64(-0.302774751721908), np.float64(0.016334080994276547), np.float64(0.24000919384781091), np.float64(0.31091659455092163), np.float64(0.13086773145086708), np.float64(0.39488166134385727), np.float64(0.21745418217460005), np.float64(-0.45201080636941837), np.float64(-0.11026986226038768), np.float64(0.011887373656560039), np.float64(0.47694618694685437), np.float64(-0.2635566779941239), np.float64(-0.1209681520068791), np.float64(0.3357625485797356), np.float64(0.07973995130081313), np.float64(0.03971312246693129), np.float64(-0.1311917046097748), np.float64(-0.35424499665588494), np.float64(0.20101022706362132), np.float64(-0.02052206126824473), np.float64(0.34121725826596716), np.float64(0.2231052954597547), np.float64(-0.3452421417771719), np.float64(0.11428816186030066)]","[-0.1028057   1.35139984 -4.71311856  1.69646254 -2.25464974 -0.22985017
  3.01812557 -3.06079278  0.31528371  2.97651026  2.95553116 -2.65048424
 -1.02359647 -1.75877193 -1.58481035  1.59350151 -1.5378073  -1.57392002
  1.57562641  1.57455381 -1.56519245 -1.56570023  1.56270088 -1.61538012
  1.66870757  4.71294527 -4.64063419  4.65593465  1.78572066  4.49993803
  1.55686214  1.69491999 -1.60522103  1.38679515 -3.29939424 -1.98738485
 -3.13890571 -0.11324261 -2.16858042 -4.89518628 -4.69533317 -1.57520033
  1.65664271 -1.51587507  4.84360597 -1.55007581  0.43033187 -0.12371727]",-2.081308083473232
"[np.float64(-0.19703231811159513), np.float64(0.1376454266747817), np.float64(-0.2567688328201641), np.float64(0.27510522263405435), np.float64(-0.3691413313040728), np.float64(-0.2635114774786057), np.float64(-0.20517956194844006), np.float64(-0.18943808726764952), np.float64(-0.06574625365462966), np.float64(-0.10860158217190123), np.float64(-0.17598549801458202), np.float64(-0.03293261631443807), np.float64(-0.19180579414394372), np.float64(-0.14519190339433038), np.float64(-0.2369229222482493), np.float64(-0.7361426045761419), np.float64(-0.5285893518568225), np.float64(0.132897843569628), np.float64(-0.07334761299605835), np.float64(-0.18889158870916986), np.float64(0.40723146297306395), np.float64(-0.4533097303516609), np.float64(-0.08537624262742051), np.float64(0.5509225223667447), np.float64(0.16907613934007182), np.float64(-0.3582309255252791), np.float64(-0.27835784484208004), np.float64(0.40981588214690734), np.float64(0.20990034451795272), np.float64(0.3748860448275148), np.float64(-0.24110380585563532), np.float64(-0.1406545434985641), np.float64(0.057402592103352294), np.float64(-0.11748467485867499), np.float64(0.05427753039722282), np.float64(-0.1715449446744458), np.float64(-0.15321733551944589), np.float64(0.3662542013862396), np.float64(0.2000168744095727), np.float64(0.1504702750670531), np.float64(-0.2540961736935436), np.float64(0.11480163135222823), np.float64(0.15258709574241064), np.float64(-0.1757935254790413), np.float64(-0.07514559569075138), np.float64(0.19374218487246844), np.float64(0.4364157838547215), np.float64(-0.15340984782145306), np.float64(0.12885185364365673), np.float64(-0.4259791105714071), np.float64(0.07714354844507736), np.float64(0.23100533675895413), np.float64(0.06156874892594836), np.float64(-0.3506087685319867), np.float64(-0.10434933554958328), np.float64(-0.3475386053256546), np.float64(0.031573834232175316), np.float64(-0.06786380241550317), np.float64(0.11164397610937594), np.float64(0.14979744094655276), np.float64(0.31706737687165504), np.float64(0.19310263994184407), np.float64(0.4594098995363607), np.float64(-0.012048323910107446), np.float64(-0.25561899383528564), np.float64(0.04679876855416981)]","[-1.57089992e+00  3.12878963e-04 -1.57150917e+00 -2.10277299e-04
  1.52588796e+00  3.14198329e+00 -1.56448794e+00 -6.43178009e-04
 -1.57132120e+00  5.52913041e+00 -2.68574653e+00  1.57066772e+00
 -3.36310457e-01 -3.47518458e+00  4.80908066e-02  3.09342931e+00
 -1.41457626e-02  3.12675060e+00 -3.34652124e+00 -2.05341943e-01
  1.57081761e+00  1.57111700e+00 -1.57121049e+00  1.59851275e+00
  1.57453114e+00 -2.19977060e+00  9.63527077e-01  7.87345551e-01
 -1.02168972e+00  2.34374151e+00  6.84165585e-01 -2.27519109e+00
 -1.49694882e+00 -1.64952791e+00 -2.00652021e+00 -1.18552380e-02
  1.57244837e+00 -1.55054856e+00 -1.58295439e+00  1.55113766e+00
  4.64335181e+00  4.66762260e+00  1.51102367e+00  4.69181350e+00
  1.56503438e+00 -1.56529692e+00  1.55877713e+00 -1.55625921e+00]",-1.7190735937119825
"[np.float64(-0.2519657692837952), np.float64(0.30676953971726373), np.float64(0.04328919908896705), np.float64(0.32786327408778315), np.float64(0.3545628689247647), np.float64(-0.009277868843240085), np.float64(-0.2080908657508357), np.float64(0.1917548461276808), np.float64(-0.293470726458162), np.float64(0.09254500634348503), np.float64(-0.2079058471080986), np.float64(-0.21032773952277178), np.float64(-0.13044454805269834), np.float64(0.3748361680347197), np.float64(-0.3412208697527341), np.float64(-0.07119923090568067), np.float64(0.01953576978365378), np.float64(0.030450115467275524), np.float64(0.07583384651826154), np.float64(-0.009955913235754198), np.float64(-0.08485359169492486), np.float64(-0.19681375919931984), np.float64(-0.08532298692680453), np.float64(0.04652774547494655), np.float64(0.2697736758424191), np.float64(0.14630861100402515), np.float64(-0.25032010553903933), np.float64(0.22076914506257572), np.float64(-0.23162993449282232), np.float64(0.05709865758790963), np.float64(-0.020303131464263748), np.float64(-0.40186170437021773), np.float64(-0.4054584316562597), np.float64(0.17900664156609228), np.float64(0.5515335262454224), np.float64(-0.29785391984385157), np.float64(0.004811206475217174), np.float64(0.14574986951967397), np.float64(-0.2446067377022851), np.float64(-0.10961722276648009), np.float64(0.22792343676220111), np.float64(-0.17223046717571172), np.float64(0.15928786613908752), np.float64(-0.025761463823239576), np.float64(-0.19828366291396593), np.float64(-0.28389383524869305), np.float64(-0.08190606750262512), np.float64(0.24398473025510395), np.float64(0.23349293566618012), np.float64(-0.27739676912095695), np.float64(0.016133244020976354), np.float64(-0.23328940806211876), np.float64(-0.2966892659728373), np.float64(-0.17775470300054155), np.float64(0.510269787258212), np.float64(0.30361200183782994), np.float64(-0.2754802834181942), np.float64(0.10993183425160569), np.float64(-0.2749937300712359), np.float64(-0.2543480435902985), np.float64(-0.019738877302111525), np.float64(0.20825153925909315), np.float64(-0.06954349378810826), np.float64(-0.022975223579480935), np.float64(-0.08571948630647269), np.float64(0.22202180711301991)]","[-3.89589198e+00  1.57463011e+00  4.37717635e-04 -1.60725778e+00
 -3.14155373e+00 -1.41088021e+00  1.81520834e-04 -1.57097836e+00
  6.00030649e-01 -4.20511226e+00  9.56183615e-01  1.57255051e+00
  1.57071351e+00  3.04510320e+00  9.66806995e-02 -5.96631141e-03
  3.14785374e+00  3.11781771e+00 -2.36136462e-02 -1.57148145e+00
  4.71286194e+00 -1.57123417e+00  1.57050663e+00  1.57080908e+00
 -3.14108195e+00  2.00891196e+00 -1.46802400e+00  1.28288463e-01
 -1.55830457e+00  1.40731814e-01 -1.30370349e+00  2.75758699e+00
 -1.39831258e+00  7.70648546e-02  1.19466777e+00 -3.14253385e+00
 -1.57067606e+00 -1.22323166e+00  3.22842682e+00  2.06815671e-02
 -3.29682131e+00 -3.14482897e+00 -3.59151639e-01  9.92227311e-01
  1.85494833e+00 -4.76587740e+00 -1.56666910e+00  1.57323691e+00]",-1.2709148245512552
"[np.float64(-0.3236445890574043), np.float64(0.07487902830174933), np.float64(0.3829257419873209), np.float64(-0.20544548068148838), np.float64(0.15356342486306257), np.float64(-0.3833792741636134), np.float64(0.328387583574697), np.float64(0.07106666558994208), np.float64(-0.09102509802419696), np.float64(-0.5254440111799121), np.float64(0.5668269211021552), np.float64(0.3636673565125233), np.float64(-0.23777827036513097), np.float64(0.029833513634579638), np.float64(-0.17199006011001675), np.float64(-0.34212834722470614), np.float64(-0.40143011357001), np.float64(-0.031167674106777312), np.float64(0.07237127789554688), np.float64(-0.38801385595043447), np.float64(0.28027370578447297), np.float64(-0.3719978412813358), np.float64(-0.6255588491907882), np.float64(0.24814579226004904), np.float64(0.040408495613634826), np.float64(-0.5715770063277463), np.float64(0.07030914420817953), np.float64(-0.35416881363565256), np.float64(0.06737010144812225), np.float64(0.047395507560586955), np.float64(0.49280653279914566), np.float64(0.12494414867345043), np.float64(-0.04775760373724989), np.float64(-0.3330324176963404), np.float64(-0.3938167651111001), np.float64(-0.23832947157285037), np.float64(-0.11470016048136498), np.float64(-0.2942523266403978), np.float64(0.09772197957546185), np.float64(0.02472470898758583), np.float64(0.39769766945872026), np.float64(-0.17337061006922902), np.float64(0.07430372285488993), np.float64(-0.17822815072726544), np.float64(-0.2056039909798855), np.float64(0.05535303715045213), np.float64(-0.4333004698796739), np.float64(0.2758472398557825), np.float64(-0.4767137065947572), np.float64(-0.0683167631240216), np.float64(0.3849877468873256), np.float64(0.16104490536585733), np.float64(0.08056257944053254), np.float64(-0.03620230584984376), np.float64(-0.37763616070213923), np.float64(-0.1636947931326799), np.float64(0.3716223998515857), np.float64(-0.288161767406361), np.float64(-0.36318966722670476), np.float64(-0.018005207434577137), np.float64(0.1179866429135846), np.float64(0.050110980735130574), np.float64(0.11299431857604939), np.float64(-0.18656593193176568), np.float64(-0.2430833716703748), np.float64(0.2751146673428246)]","[ 1.57257368e+00 -1.57094430e+00 -1.57127120e+00  1.46462863e+00
  1.61849951e+00  1.76933779e+00 -1.59415100e+00 -1.28058079e+00
 -1.56207070e+00 -1.56526112e+00 -1.83086725e+00  1.57152933e+00
  3.30494229e+00  2.10105765e-01 -2.10473309e+00  2.08374324e+00
 -2.98990807e+00  3.37555097e+00 -3.21611368e+00  3.07068503e+00
  3.02676631e+00 -2.92723707e+00 -8.27763855e-02 -2.14572747e-04
 -1.57356595e+00  1.60434499e+00 -1.88810620e+00  1.76935368e+00
 -1.58918653e+00 -1.28368754e+00 -1.30958698e+00  1.45580288e+00
 -1.34815703e+00 -4.36235567e+00 -1.45014836e+00  1.56162670e+00
 -1.36086502e+00 -2.81949686e+00 -5.85473169e-01  4.73391094e+00
 -1.56803761e+00 -1.60375864e+00  1.55942706e+00  1.54924930e+00
 -1.60307245e+00 -1.57905161e+00 -1.55024695e+00 -1.45807382e+00]",-2.1488752559553177
"[np.float64(-0.08237157765269526), np.float64(-0.13758159384492644), np.float64(0.05427428931622891), np.float64(0.21518133998992386), np.float64(-0.35453936920954426), np.float64(0.14661534494436368), np.float64(-0.08191203175931801), np.float64(0.018912248616901668), np.float64(0.058284309514521564), np.float64(-0.07017592666584599), np.float64(-0.3455020525235842), np.float64(0.2526061799006793), np.float64(0.5574602196693632), np.float64(0.584273489788305), np.float64(-0.1304864070285448), np.float64(0.06986883229389712), np.float64(-0.05665373562695398), np.float64(-0.26127258986900487), np.float64(0.4906196255221249), np.float64(0.09566172385904274), np.float64(0.27093481368929045), np.float64(0.5137257984895964), np.float64(-0.2703106209614475), np.float64(-0.02189563511712789), np.float64(-0.08641916317500789), np.float64(0.21947477399598456), np.float64(0.08614536916367088), np.float64(0.1890153776222315), np.float64(0.21003659952745518), np.float64(0.36653936462817066), np.float64(0.06151695769413027), np.float64(-0.013287113880875782), np.float64(-0.21014460281246403), np.float64(0.3100070829951568), np.float64(-0.22362717006252392), np.float64(-0.3810259300504163), np.float64(0.09535519015199849), np.float64(0.15279938362808795), np.float64(-0.019856677964938993), np.float64(-0.0644202431873758), np.float64(-0.04652469316775181), np.float64(0.05495762763967301), np.float64(0.20698911779977092), np.float64(0.2166984891284841), np.float64(-0.4557001220358088), np.float64(0.015241925941439485), np.float64(0.1961022783763018), np.float64(0.0400603473664823), np.float64(-0.014825027535115727), np.float64(-0.13385948613612936), np.float64(-0.12641331133381387), np.float64(0.16761692017566626), np.float64(-0.13210985757377652), np.float64(0.15534754011216245), np.float64(0.16302272217119554), np.float64(-0.5996386389340427), np.float64(-0.038129883865229454), np.float64(0.5351476778040631), np.float64(-0.42567389690725155), np.float64(0.5782946727415743), np.float64(0.35801462848084187), np.float64(0.17231012862246348), np.float64(0.38349291083962517), np.float64(-0.041877382981876786), np.float64(-0.03370746875510365), np.float64(-0.44377675483056894)]","[-3.22951132e+00  1.13960186e+00  3.15775833e+00 -2.13446414e-01
  2.56216335e+00  1.65736304e+00  1.37457814e+00  3.77700402e+00
  3.03893428e+00 -3.88643099e-02 -1.15220300e-01  1.55867739e+00
 -1.56986066e+00  1.49263365e+00  1.56107574e+00  1.57393135e+00
  1.77684858e+00  2.41114034e-01 -1.11052160e-01  4.76371588e-03
 -4.46965151e-03 -1.68453936e-01  9.23853762e-01  1.57095271e+00
 -4.80310294e-01  1.63702103e+00 -1.37605285e+00  4.14886901e+00
 -1.24159275e-01  1.44135101e+00  1.54982058e+00  1.56373743e+00
  4.70497590e+00 -4.66363911e+00  1.46398540e+00  1.58815852e+00
  1.57045236e+00 -1.56876205e+00  1.56729085e+00  1.57423273e+00
  1.57625093e+00 -2.49010582e+00  3.20271190e+00 -1.01231746e-02
 -3.26235205e+00  3.83413206e+00 -1.56681538e+00 -1.56752094e+00]",-1.8355595076582176
"[np.float64(0.1792697368072551), np.float64(-0.11095331128155564), np.float64(0.18369510726022384), np.float64(0.26279903867776233), np.float64(-0.10856211873004408), np.float64(-0.027216158339381714), np.float64(0.1129227062051971), np.float64(-0.029039555024925584), np.float64(-0.14390583779986654), np.float64(-0.07243383327476811), np.float64(-0.008480078883483998), np.float64(0.057256738136811446), np.float64(0.05196778895941262), np.float64(0.04277569699330619), np.float64(-0.3457384502177459), np.float64(-0.09193520366505445), np.float64(0.2366781196687509), np.float64(0.07553904911564405), np.float64(-0.1600973135495272), np.float64(-0.059036176692021214), np.float64(-0.031948606612426954), np.float64(-0.1705606099454536), np.float64(0.1968292251016775), np.float64(0.09008683981398753), np.float64(-0.28932174175932757), np.float64(-0.14170803469098192), np.float64(-0.057700971085351445), np.float64(-0.16736341362993365), np.float64(0.10559665251965233), np.float64(0.019804848606907816), np.float64(-0.16942900092549593), np.float64(-0.012651753323520141), np.float64(-0.08418903623009524), np.float64(-0.3400886221294282), np.float64(0.3881884854764747), np.float64(-0.2103456535996113), np.float64(-0.3656039980715262), np.float64(0.1543588206226789), np.float64(0.269364889447293), np.float64(0.20748553196779804), np.float64(-0.03124192988388975), np.float64(-0.13250691116277458), np.float64(0.21217640879030278), np.float64(-0.5293656807268355), np.float64(0.02570845432914886), np.float64(-0.09544170860686985), np.float64(0.059910881421944756), np.float64(-0.28686892404292236), np.float64(-0.24355099034570915), np.float64(-0.14953971162567967), np.float64(-0.041465921555749206), np.float64(-0.5446888785662308), np.float64(0.10368943853291203), np.float64(0.28653513049581303), np.float64(-0.40584886154929706), np.float64(0.23138540194358365), np.float64(-0.26257799591601144), np.float64(-0.16274870976323494), np.float64(-0.16453782974553566), np.float64(0.014581690798834613), np.float64(0.25482221335191), np.float64(-0.011315206153740428), np.float64(0.25399532278624853), np.float64(0.1060402001727421), np.float64(-0.05880791342001866), np.float64(0.17387061536306658)]","[ 8.99095253e-03 -3.42119568e-01  1.59446103e+00  1.34646707e+00
 -3.63746736e+00 -3.24196776e+00  3.33229375e+00 -2.63488422e-01
 -3.08270767e+00 -2.95174240e+00  3.16461226e+00  6.47574693e-01
 -1.76142960e+00  4.36734319e-01  1.58260019e+00 -1.57367546e+00
  1.57595682e+00  1.56619846e+00 -1.57134720e+00  1.57428952e+00
 -1.57109390e+00 -1.42838175e+00 -1.54719696e+00 -1.57413531e+00
  9.57568407e-01  1.57140209e+00  1.57551713e+00  1.69886782e+00
 -1.44924737e+00  1.73521392e+00 -1.67282428e+00  1.59743702e+00
  1.96088726e+00  3.19310774e+00  2.20877829e-01  1.57557933e+00
  1.72335392e-03 -3.63335397e-01  1.20837294e+00  1.50464305e+00
  1.49196359e+00  1.79085534e+00  1.53354163e+00  1.43699727e+00
 -1.28562614e+00  4.26897798e-02  3.17318888e+00  3.01525158e+00]",-1.9317389561692835
"[np.float64(-0.37373507311261644), np.float64(-0.006634900620380824), np.float64(0.1275803746389918), np.float64(-0.6256485936542255), np.float64(0.49482155628881436), np.float64(-0.33156898616367053), np.float64(0.3673669613239336), np.float64(-0.31815403976364953), np.float64(-0.021328464985512267), np.float64(0.15254034005096567), np.float64(0.3240919260422437), np.float64(0.38125375569423975), np.float64(-0.1358412545033388), np.float64(-0.07752026728494345), np.float64(0.08515485436481096), np.float64(0.09159270603349122), np.float64(0.0015562976517933358), np.float64(-0.266812714375197), np.float64(-0.060122393527168035), np.float64(0.16691238107463435), np.float64(0.16960459967366948), np.float64(0.01111869422314862), np.float64(0.26735207701450464), np.float64(-0.17033901690439834), np.float64(-0.28441656725055986), np.float64(0.30278708676715205), np.float64(0.12699338102984586), np.float64(-0.33095880118714416), np.float64(0.1461960126030164), np.float64(-0.1992868841496109), np.float64(0.17049005219007585), np.float64(0.7685891356277285), np.float64(-0.08935186468839822), np.float64(-0.6359933771837849), np.float64(-0.10971142724409372), np.float64(-0.0023595139452948126), np.float64(-0.3671092875224001), np.float64(-0.6540596003801965), np.float64(-0.19723534149393018), np.float64(0.7273615406532373), np.float64(0.08528383754611579), np.float64(-0.27307622605717463), np.float64(0.35833967609622086), np.float64(0.17393653948518042), np.float64(-0.3685919141849565), np.float64(0.7381868666595807), np.float64(-0.033816622300196414), np.float64(0.34673310230433735), np.float64(-0.3524494313745856), np.float64(0.42935816024682266), np.float64(0.04852132933923499), np.float64(0.25513504815926874), np.float64(-0.46220984834941814), np.float64(-0.10180976223236245), np.float64(-0.3986974273608239), np.float64(-0.0918139255559674), np.float64(0.6293557878831595), np.float64(0.2383240286035121), np.float64(-0.7197109073381037), np.float64(-0.5159153358966763), np.float64(-0.49367183663034864), np.float64(-0.3852087336993297), np.float64(-0.25940088101997943), np.float64(0.2650651325826611), np.float64(-0.03851174879602015), np.float64(-0.11469502313631945)]","[ 1.97245851  2.85912917 -0.08124681 -3.03432992  2.78661069  0.02199633
  0.22084051 -3.31963725 -3.13775404 -0.27507042 -0.08012331  4.69104206
  1.58454582  1.56579551  1.57433455 -1.57081167 -1.5633821   1.56762365
  1.57387359  1.56732799  1.57825718  1.56863645  1.56462619  1.04427416
  1.27748601 -2.33916662  0.66212294 -1.55344833  2.5539305   1.27602776
 -3.61235623 -2.75652623  1.5911004   2.55287713 -0.47627782 -1.68047896
 -1.55594455  1.58044802  1.54985743  1.58086106 -1.56194224 -1.5732783
 -4.71318199  1.61507142  1.6157412   1.57685665 -1.57233184 -1.57019922]",-2.2241855550291803
