noisy,xgb_near,xgb_full,ridge_near,ridge_full
-8.686406629674721,-9.022143655537329,-9.373731974271951,-11.008268853658892,-11.502196777710584
-10.556050137541447,-11.29595189659937,-9.465997310383084,-13.747875376489104,-14.523776308479814
-9.5541335373242,-9.441946571995182,-10.473699043767823,-12.636019286685183,-13.220442251443078
-8.830786067144675,-9.516047863105513,-9.057481285744919,-11.393966833136345,-12.002197535217254
-9.074685784782579,-10.176077770264977,-9.50644767934009,-11.450347290460723,-12.247588673942891
-10.489501626966131,-11.05743992447431,-9.819238332451443,-13.489433944182858,-14.22038791565451
-9.583097296212284,-9.75313071748199,-9.844749539576132,-12.622326426392263,-13.263043824869728
-10.526880210622341,-10.664754685086386,-11.283732924928788,-13.217033284918845,-13.825411180267114
-10.556812024256159,-10.878951009956616,-11.090925012529777,-13.159324486136441,-14.490331844567866
-9.009493905499808,-9.288913521007123,-8.285593488767255,-11.329134192142062,-12.112184041602685
-9.315866073597233,-10.200497667656373,-10.807019617191525,-12.078925012382191,-12.853985933738361
-8.738578812166976,-8.940813195792462,-7.60961644852112,-11.446116843077554,-12.032103248719249
-9.08839759375478,-10.439454247348184,-11.39603054358772,-11.943073229960456,-12.807089003900275
-9.925595115567438,-10.095171308011665,-11.190392320464746,-13.04009128604784,-13.708765860224668
-10.496401760771429,-10.798639285635502,-8.638267347961634,-13.567207809248304,-14.344809350003024
-9.987366642980184,-10.095646207470518,-11.354120481995075,-12.60268421676176,-13.414338614790635
-9.219621954120717,-10.412017023211051,-12.273967063690401,-11.842146809018928,-12.351169378708262
-8.792897992502905,-9.61279601503622,-6.2203333575469735,-11.398885045364029,-11.873939166662025
-9.426438450596441,-10.34266376882824,-9.894683523266059,-11.950468646679953,-12.715107723937248
-8.863768553926809,-8.95312810459107,-7.170137208286018,-11.135261802393892,-11.767040773424185
-9.896018272466197,-10.51476438007009,-10.171563214943696,-12.849140713474897,-13.5951701612056
-8.28435354328676,-7.580809420684335,-8.75732664415291,-10.699958709123253,-11.188240867456596
-9.821137979302964,-9.202497375605661,-10.016394096021074,-12.241361357288863,-12.830362352837247
-10.494799473528614,-10.753836377395528,-10.813767902732797,-13.49111628187354,-14.478914588234607
-9.853640586957457,-9.598100003962198,-9.740221637260941,-12.504761496769639,-12.96723985963944
-9.318168756062496,-9.733758818327392,-7.828322773964194,-11.902479368195952,-12.725668421259163
-8.522995282092976,-8.098191573281785,-4.4876884584525545,-10.643328063724008,-11.262747113635408
-10.417090493183133,-9.76723959494259,-12.032935566984158,-13.061494360802179,-13.639193529464263
-8.99925052330486,-7.922147483213317,-9.124813636481278,-11.191264324633533,-11.651293335421643
-9.680381132389227,-8.95951276963407,-11.663964027888845,-12.148113183357532,-12.532571545697952
-10.410032189409296,-10.839566080635073,-12.973151058915185,-13.22352317365788,-14.400747696946489
-9.653082944549087,-8.22471194635693,-9.914808317404422,-11.950943548799659,-12.451121741172573
-9.355846597163662,-9.090090561470053,-11.108104287632752,-11.796802579548945,-12.462732652995248
-8.644217449815468,-9.750398968977848,-11.80668206776569,-11.06526070711584,-11.736094834635212
-9.815155714218015,-11.250324604433985,-11.579028601202754,-12.643700872939167,-13.814866895694058
-10.032062805600173,-9.018550676452383,-8.891960199561773,-12.494512760535056,-13.038318349878157
-10.355076460419824,-10.249080159950898,-12.355553273202691,-13.360787209188906,-14.34833404457058
-9.654044868755513,-9.826023732541891,-9.867825588216183,-12.461004398522263,-13.57081801735728
-9.498336014517879,-10.725015998208418,-8.802688101284563,-12.041786193479052,-13.154629286243617
-8.738980140637985,-9.230947772519446,-9.533551751408627,-11.27032620445355,-11.742602881973735
