noisy,xgb_near,xgb_full,ridge_near,ridge_full
-1.9335077926785513,-6.63136225764422,-8.582025065777552,-11.14321803253728,-9.973944412812827
-2.4957876203335942,-5.184278305971293,-8.447508541830853,-15.217254458143811,-12.354705379032684
-1.9222380923333522,-6.765924615115221,-8.553368177277619,-10.892077153497686,-9.094504430481653
-1.92462863793779,-4.862279396976399,-6.374813438186293,-11.54471212846576,-9.721751154496648
-1.1225052370112274,-5.657461805966788,-6.774536245002169,-6.579978020863888,-6.16070966329586
-1.407500218069412,-2.771637684697365,-5.176473887647448,-8.44764071552396,-6.949164723692517
-1.1517771307108,-3.040804704653529,-4.463013256625443,-7.800197704970499,-3.188450216938339
-2.04889984704955,-4.287475135300298,-7.560216943651257,-11.390746728843022,-9.520321892545441
-1.7061965077481664,-5.064182607831537,-7.031650110316658,-10.102069734467541,-8.84428844604551
-1.9503955383824836,-6.852010485330405,-10.02079836512464,-9.902428042216863,-7.556888296393416
-1.8894328803308897,-5.060114838893701,-8.471573114186224,-11.670837741224927,-9.544905809039186
-1.732890062229466,-5.4862602656931765,-7.813790613047532,-9.255229713183727,-9.61028269335634
-1.9883317709940709,-8.872181732526695,-11.256662912852411,-9.904450776700427,-10.830509528566832
-1.5114234871764824,-5.2638085232829095,-6.929980874754756,-7.680873360685367,-6.850911376579812
-2.241991993096932,-7.1327800307116345,-10.370221912310207,-10.927490717441058,-9.653216525785961
-2.212677046956875,-5.919012864006673,-7.707398630889697,-12.048219206902806,-9.885490499997138
-2.3518465856260176,-6.381330596258693,-8.073172682468236,-14.202474452959976,-12.645688658968949
-1.8273881915469359,-5.177328261704521,-7.861711822365837,-9.864389851724189,-9.873904462869856
-2.047084346924465,-5.215242145220086,-7.912445847707912,-11.074188404742277,-9.503813893459693
-1.933747629811513,-5.616740091186459,-6.968207463544623,-11.034305809203978,-8.49972682223753
-2.1479712963525435,-7.478792112173299,-9.899053979994612,-11.85101443814167,-9.284125883648786
-0.9857174164284056,-3.144002416275408,-3.9019024424878266,-5.293634465535527,-4.685436880101692
-2.102464389731088,-6.2627659777782325,-9.152886571482309,-10.342775804680368,-8.344212620295469
-2.67278919880658,-5.22955012173908,-8.495047366761522,-15.205655191296511,-13.000672462584536
-1.5886801703800004,-4.97320974673546,-8.631595042490272,-9.631040188094516,-7.21744483157252
-1.305221062279509,-5.6607228871359645,-6.85671708618229,-7.886819131647934,-6.933318454206596
-1.056393933184301,-4.776704683039842,-5.6135061787297875,-6.282815195995451,-4.919099026713781
-2.385199918428991,-5.523684359315393,-7.817689537711619,-14.415623947386655,-12.168024255739775
-2.4212653280114376,-5.55547553527672,-8.42652283420443,-14.158646824143073,-12.434761166211697
-1.2273701967956812,-5.093615836947622,-7.831386045653327,-5.918311088754179,-6.038191058973074
-1.5708855491254627,-5.520392953156884,-8.32848441187937,-8.527972865031709,-7.52002962563024
-1.1156543669827894,-5.201774520816157,-7.716358167278316,-5.891745222942413,-4.29640739289904
-0.9203820072713795,-5.043611693348412,-4.631419495105788,-5.192470482110936,-5.0521467824616675
-2.542039972674183,-6.084690296343689,-9.523076192852448,-15.072393838012836,-12.713064389756141
-1.64875907122459,-6.729126552900803,-9.457126063369996,-8.403539637006528,-7.256041895274528
-1.301781339274165,-5.056882239322651,-6.324467963806153,-8.115019892766714,-7.476150728818042
-1.986088380191649,-7.284101825420894,-5.691346834090409,-10.643207207576006,-9.289694487527981
-0.7765698993302029,-3.1018382783730996,-4.384103118493449,-3.9006793004546796,-3.712547342117881
-1.987911379727322,-5.683376873780021,-8.999586182211884,-11.627962289764364,-10.174422061596234
-1.1593474892976505,-4.238810887381605,-3.1749268148076504,-5.023059255867242,-5.763066218600671
-1.6145936245844896,-5.284971313655583,-4.989016837598135,-7.21791206837344,-6.884595129500785
