noisy,xgb_near,xgb_full,ridge_near,ridge_full
-7.358542661387239,-9.851788630353942,-11.380982015522005,-14.907703836018566,-15.560537600926923
-6.7710079414545365,-10.878377423498074,-9.958588718726638,-12.589843670886204,-13.752963616589987
-7.083969656188562,-8.313607679767433,-7.773471727566777,-12.476576172844632,-12.755158022911798
-6.1825485594291685,-9.012237857153007,-8.763348426326147,-10.775856690673935,-11.266445070254793
-6.353500566340362,-8.172441796092656,-5.955740707427639,-11.303580263293771,-11.789189611290885
-6.005895762145754,-8.671829160870693,-8.794857593443766,-10.83000266338911,-11.8443306945456
-6.336563473309033,-8.38608801802281,-6.277643528032575,-11.189637073666315,-11.629023148515843
-5.938476624160926,-8.41641213965509,-8.766393903619427,-11.044532771471907,-11.68207544544827
-7.774367079395819,-11.387238288516171,-9.85839855989247,-15.013050764842438,-15.644138282950776
-6.265665993704199,-8.444657774525815,-9.797622799099726,-13.020387590156497,-13.2464946182974
-5.653700351971516,-8.925383595331425,-11.11955111124125,-10.48021743763641,-10.63396300803613
-6.066076518606982,-8.940707593223465,-12.203160105342338,-10.931697553861312,-11.084118261726458
-7.916766920627681,-10.99927629326828,-10.723253319661186,-15.193322350105024,-14.709009268448424
-6.294171073835722,-9.847562331085324,-9.805944565335682,-12.066882839959534,-13.233851771487696
-7.84310959382532,-10.362992738870197,-10.062697869955187,-13.97484822015454,-14.580135741935116
-7.747218408745394,-10.802830293676664,-12.500516393583382,-13.40264671558232,-15.168199736631617
-6.33322003889835,-8.342375223593683,-10.546387207167811,-11.399173090895111,-12.117037724104716
-6.418381039231411,-10.485240908684894,-11.992567047256815,-12.400335241170756,-13.416493758017456
-6.129590702075131,-7.731574113527206,-11.963327370294774,-12.191579253386333,-12.256641284071094
-5.3866899665406835,-9.037430635202998,-10.623548693519293,-10.713285333223567,-10.974555136996553
-6.734113813000501,-9.945806373541917,-13.535837289069885,-12.996859272344322,-13.445175695482135
-7.935952156756775,-11.067600441809143,-12.607487782581495,-14.857844305752737,-15.189734014089174
-7.48903772252798,-9.765560749076075,-8.045753268100581,-13.445950608775796,-13.864681044399427
-5.840080834489658,-9.493507579324126,-9.431621229714748,-10.826962013615914,-11.314523593400674
-5.828553658683139,-8.677964509247797,-8.60712745586899,-11.165852536587652,-11.562965877501515
-6.885673802425201,-9.665176951557779,-9.902478874497026,-12.386394421366742,-13.100776235624362
-6.57843525914667,-9.198498495869412,-10.898433892488063,-11.828885821070632,-12.117936155630993
-6.906692833466507,-10.326286224531188,-10.035882113776108,-13.132993961277956,-13.780502158743605
-5.896563614857489,-7.551350251216377,-9.608130267872305,-11.434602997624165,-11.51583652128363
-6.927353942820909,-9.27938310517815,-8.85508152802306,-12.18587441915587,-12.695017048828333
-7.656969500709991,-10.35186732479339,-10.822778061310947,-13.974952874871189,-14.6705989058982
-7.138938868967587,-8.824720750117438,-7.548283374284461,-12.777394836773828,-12.870142543425715
-6.729691586783948,-9.691814130680624,-9.817646838295527,-12.251719921631187,-13.491341957811061
-5.998634577046311,-8.43204728914888,-6.42146302904531,-10.755645615031764,-11.151975490322286
-7.82824389701581,-10.028178483520922,-10.543268056693822,-13.863199987871395,-14.359336431278471
-6.559622917778862,-7.976450168380359,-11.351042144385875,-11.550373956774363,-11.728616484337415
-6.854768802550147,-8.660614509508875,-9.332234002830823,-12.157943401454935,-12.289333630108594
