noisy,xgb_near,xgb_full,ridge_near,ridge_full
-3.5361920361808457,-8.300469502597213,-10.886331178652581,-14.21674933879267,-16.886854092150653
-4.327735281620111,-8.79549307754157,-12.352709042244378,-16.687419423100746,-17.127863528879878
-3.3797875806982334,-9.206091992478838,-9.893080184116737,-13.324766697977395,-15.017330156277781
-3.565063428506094,-6.648524333375316,-9.904219268681496,-13.545900416194254,-12.62068718712392
-2.3946964355849616,-7.635186942235432,-11.48891027342891,-10.543418548192356,-10.45496072981746
-2.838705824422848,-6.9448349400643945,-9.148418666545377,-10.788446019323123,-11.447129385444946
-2.773790093589421,-8.177543455118016,-10.86277734522963,-15.076771212096293,-18.45668213127289
-3.608311667226849,-6.702029724727926,-11.130215441480575,-13.744243164313241,-14.754987198608198
-3.360156612142563,-7.429953669922577,-7.222441113299135,-13.069366119885927,-13.097833969229665
-3.634283048532324,-9.603473165776693,-12.871808522294916,-9.679769558347994,-12.254725030015273
-3.2914109395582423,-6.916781141449754,-9.17021907715804,-12.778631074116205,-12.715556191992825
-3.364284875871992,-8.257822768872266,-12.330066905070597,-18.617782751522,-16.921800362859642
-3.8013224437597746,-10.093639277583195,-12.948896763921939,-15.281098659202161,-26.030692724634335
-3.1098153104722823,-9.946887071596278,-12.497427483964252,-22.85167944794526,-40.168522667119404
-4.059963960696294,-9.307260876104234,-12.167867295343187,-20.50223139936845,-25.218278908533208
-3.6544988262702764,-7.8881904547841275,-12.906516481497489,-14.144503859910417,-14.95740446280984
-4.415952642027693,-8.51454516645437,-7.8915291586205525,-17.28903420111135,-16.11950237273131
-3.392247773101551,-8.345888835259196,-9.475505268566451,-16.990415207762844,-16.609698712683805
-3.760954602381646,-8.777200371592416,-9.655110592030914,-13.6481209136026,-13.303932205959432
-3.4578059674072126,-6.846313127085162,-6.7213857618168085,-14.0234066563747,-12.339225040394648
-3.952734549265468,-10.0157084938433,-10.159359934235072,-17.468904087158005,-19.597246770831344
-2.4143207957495623,-7.506168787253812,-13.916136614813336,-12.378870826729536,-10.520173486775915
-3.815435409401035,-10.4160616490337,-11.173205461241508,-21.30283016397207,-29.595593829449662
-4.6214242490610085,-7.863336448374945,-10.842566049999471,-16.9401372488507,-16.806460897680363
-3.094820569732387,-8.942143140956869,-12.18527121434388,-14.688054933278899,-13.556565763316303
-2.743854562480664,-8.275768191986032,-14.579326492302405,-10.19193439483752,-13.454053124967109
-2.377023512976835,-8.398302428410547,-11.0006494983526,-11.87732168512557,-14.843747813278618
-4.16095331204874,-7.914541158080333,-9.006640484692824,-15.55194476316371,-15.078967031022174
-4.040553006986395,-7.464870086182817,-7.341296285945683,-16.183913992988312,-16.444928737619982
-2.534123587487954,-7.243414690054135,-11.354785404067147,-6.347235280094033,-7.817127697716913
-3.164607248220366,-8.608807437238868,-10.748049106262966,-12.453608610479494,-9.66693316727621
-2.2975752444493636,-8.588461938236684,-10.380646405159794,-12.31011172937238,-18.233997578242555
-2.2912470423249856,-7.842566105762487,-15.36025658668563,-9.72561740266154,-14.281587750544208
-4.418781810216431,-8.06779588634984,-11.459700496972046,-16.762376463895343,-16.024428272572663
-3.1425741297487586,-9.961083496499997,-15.035015902154646,-8.388834896668474,-13.987110363271684
-2.5603013266452166,-6.922799965904194,-12.099391014372584,-10.120192793804305,-9.422578009530875
-3.649537938288349,-10.48297896037826,-17.89936735348984,-21.550149196405,-23.481896212144857
-1.8973819478637153,-6.460793055911632,-13.952882977183611,-11.798148104743937,-14.423555378893877
-3.466218714455381,-7.722673951941284,-8.124674955704924,-11.167820854038991,-10.705021970620594
-2.589229520411412,-7.466800386153642,-12.72922237796081,-21.780035046236478,-22.591083951975396
-3.2185249817360955,-8.74172278612833,-13.873655385792368,-16.74721226530361,-28.297187569163302
-3.9520417489946955,-8.603773380371042,-9.2269441673151,-16.309657506912764,-15.484106224502575
-2.8621607062529058,-8.62159654031141,-12.801716802438353,-20.332804084876734,-23.765712865543
-3.697523396008917,-8.164720755131935,-10.757591733345976,-14.308642477635688,-16.407974769186314
-3.699099576947314,-9.067712398679394,-7.394460407716458,-15.476411980438131,-16.43411681140085
-4.2291491637243475,-8.390888466860147,-13.523009641377971,-16.359046499319028,-17.772221524649517
-2.328243367780262,-7.803613684316712,-12.420730702943686,-4.899386138058325,-9.84316370243541
-2.4536715681615022,-7.250190938638468,-9.259652690536464,-9.089930375442343,-9.202039188227237
-2.0565206882148175,-6.911742941073352,-12.894145262975833,-6.541843027203995,-9.807973831016364
-2.6317940785579226,-8.224395571914183,-11.551853974400165,-11.24699542314466,-15.511552712384795
-2.6639622634637408,-8.653924381683055,-12.203711910594343,-13.49343124878635,-16.570839925332088
-3.9531647248760193,-8.675031395005746,-12.343979899576118,-15.986153876464991,-20.532044097290225
-2.720542508216507,-8.123820843516551,-11.252515716207457,-8.1863404221058,-19.15866010270243
-3.6320535188431875,-9.28818629714271,-14.928296194619572,-26.12445920434532,-22.298573911966226
-3.0318098849653277,-9.186195000821769,-10.660904754783893,-19.005491685943813,-18.656210017903263
-3.434704286792281,-6.82162870782064,-8.630890424329593,-12.906271901728251,-12.845157389804799
-2.5606025006734576,-7.409240495701123,-9.881128058227816,-9.276973131129077,-9.604147266235708
-2.9464477364367996,-7.299592665886172,-6.055648049151875,-12.43455686516364,-15.644857812968679
-3.0315704925110394,-7.628550792569619,-12.168246035435612,-12.902206176441798,-16.81808407431649
