noisy,xgb_near,xgb_full,ridge_near,ridge_full,zne
-6.92975257827025,-8.516818098030763,-10.738233374112042,-13.70447729155812,-14.457131435318196,-9.438467024372782
-6.782549408479454,-7.907070057651161,-8.063744021687922,-13.641843153074,-14.286594031633372,-9.250092412497315
-5.179705606274541,-7.879127246001034,-12.183250617120184,-9.898219520880556,-11.50424374592371,-7.768810328350795
-5.798470349467607,-8.661567783061704,-12.415393615725364,-11.526306421660882,-13.626025558801656,-8.263901862154828
-5.078622574347036,-9.817236779610456,-13.448358227616904,-11.259122247558516,-13.285343102993972,-7.817980825713125
-5.151869524313941,-9.052395484909766,-14.955895414015131,-10.766364648606594,-12.53457637471275,-7.997259804134005
-7.232309626151322,-8.600390826134438,-11.931628603841729,-14.154910142115355,-14.73799892838677,-9.772099562289984
-5.918835443581341,-9.979325718890523,-15.671294761731986,-12.027414343661452,-15.02708790840445,-8.591810035539623
-5.261946677723776,-8.786648312651366,-13.55642102620472,-10.355933059732235,-11.48403609449032,-7.902875689852968
-6.938245587828581,-10.751141871128542,-16.219088090761538,-15.809603077033485,-19.99930214268894,-10.254991281783578
-4.461484466723968,-8.264219537056501,-13.13712390223456,-10.352352266862631,-11.9875916123732,-6.98320564640972
-6.091389497981714,-8.586874206346359,-10.427641405309032,-11.874513480194633,-13.450916996951303,-8.491285826490392
-5.447713773940963,-9.192208068854445,-13.456145739017028,-13.224769510626231,-16.190999295771334,-8.304238953469723
-6.141005114580288,-8.919988763521431,-15.7172107042946,-12.756449001952072,-14.292765859355049,-9.039893775731246
-6.9967453405414926,-8.92703322104937,-13.310170969378197,-14.038569536424037,-14.948821800317004,-9.87925738813245
-5.721313308215674,-8.818209012059501,-14.555043717575632,-12.938251360382282,-15.700388051038008,-8.451381295242705
-6.54745438867915,-8.497381902906984,-13.676610311209563,-12.875161304476398,-14.099294421685077,-9.243499026043228
-6.527262428713103,-9.143821145989811,-12.891526837351226,-13.693853051238744,-15.469060329580438,-9.128689041910418
-7.2676723054051555,-9.258090663892403,-12.560539269053615,-14.168198329706676,-15.201708332586932,-10.107301638337402
-5.008789031324604,-8.765929269766914,-10.646066363101069,-9.415193016009944,-11.169532625955414,-7.551846100979099
-5.020517055084989,-8.072045475047442,-10.78238385746766,-10.089430086783086,-10.90943670093903,-7.515576986383942
-4.6014837945409255,-8.659115486134144,-12.48689511887088,-9.815462539886424,-10.688119385391554,-7.106044287159724
-5.337948437673608,-8.653505460190065,-12.684328287524652,-11.547417901181626,-14.2451240012081,-7.956412143694165
-5.520513150761968,-9.362033494433913,-14.115545223297916,-11.388769728502172,-12.64325878590396,-8.408024186014472
-6.857537361700614,-9.6899475826422,-12.254504040407747,-13.683347187687602,-15.477005949304395,-9.65623938674947
-5.440304848335602,-9.516726765044751,-13.809345213191182,-11.190279641930594,-14.40579124977209,-8.02586690499069
-6.5340219642156665,-9.605512753575784,-14.324129933345557,-15.361446457214488,-17.137021710254732,-9.18451668410528
-5.932659455312243,-9.870167599267822,-13.13362631203342,-13.07702413022536,-14.18056206618864,-8.691185176259037
-6.185793917960513,-7.529391060352573,-7.952779819055581,-12.03875582800205,-12.65663937925182,-8.807104928811574
-5.433946204538022,-8.177245150832771,-9.815402255101912,-10.5519859430276,-11.602502539704156,-8.273820220419106
-5.592288717976775,-7.296713290696411,-8.021063163524397,-11.155772894712005,-12.31311008264922,-8.173531552239407
-5.4566030820076685,-8.484747726507711,-13.372429232122546,-11.862522071938018,-13.202244297996106,-7.692945200162305
-5.6285530585176975,-8.19497567442731,-12.09231943515462,-11.442309115898247,-12.497557422764077,-8.393022488998815
-5.182858988732709,-8.026907763080988,-12.506944886795534,-11.2063687831757,-12.10855466391934,-7.901134337222522
-6.905428082161105,-11.147767128804652,-15.029369408838882,-15.540663854824516,-18.309045704258192,-9.592099320705184
-5.408454807823704,-8.476691149765346,-11.08999781772114,-12.946545013638358,-15.0398516939187,-8.202812127516557
-4.708889859334007,-8.5126159342181,-11.089786718181784,-10.372714268789007,-11.154436388938308,-7.287623366519797
-5.410404671847688,-9.28845739567388,-11.119057742131556,-10.451169695673189,-12.850489888809047,-7.91200587356228
-7.039652366845116,-10.462230494827754,-14.535364934231866,-15.308120263826543,-17.43028393828405,-9.73553682542686
-5.476784632671128,-9.071854243483076,-12.529264516703076,-12.916153405942618,-14.528690157908018,-8.158861304314684
-6.992777595253683,-10.618817756949388,-14.669389002948147,-13.976929511298074,-15.911286071827613,-9.988069429670938
-6.8226504134368575,-10.21737898685126,-13.560226624558728,-13.590328723221482,-16.051461627873884,-9.746144389953457
-5.70825061272456,-8.307827654298942,-11.991553295167074,-11.31252756175772,-13.054221693726667,-7.964079012991383
-5.561586486623719,-10.03675548660534,-10.831382743607174,-12.222759271382852,-14.409119010845108,-8.26111087943867
-5.4093830716785725,-7.146231362475188,-13.586290399285271,-12.821532329106528,-13.9804284099965,-7.773223221611482
-4.778067861922691,-8.653243385332456,-9.335420824673406,-11.639296642877472,-12.736783707391057,-7.465566011816672
-5.922264662960809,-9.116436061433314,-12.283001456136097,-13.910199585696551,-16.000642531150415,-8.771831781153091
-7.065473774448818,-10.539385709926758,-12.45171870003949,-15.021119762201783,-16.789312777745877,-9.68449516825516
-6.654290923460515,-9.642747271808226,-11.780093728861868,-13.166772331457668,-15.14289026734588,-9.356933986355312
-5.045337301063817,-9.01242348941525,-13.225156602044226,-10.505992031182648,-12.260571493485273,-7.693666199405498
-5.103809696678836,-7.787019864600551,-11.633379635420576,-11.540696187126166,-12.81338270270885,-7.621520875358651
-6.100347674574285,-9.058000413534332,-12.52306721244914,-12.52475361657026,-14.298833879049576,-8.648630986030192
-5.728297871742652,-8.506882641570304,-12.24366359753893,-11.459201134175371,-12.609088212049548,-8.291826707783146
-6.126487622650108,-10.516129610384075,-12.541588661705337,-13.42072194352596,-16.344070966655487,-8.813641877630479
-5.26888651192842,-6.616849708935127,-9.41558927152333,-11.331341784800788,-12.439767010583356,-7.405778648435171
-6.16550711649159,-8.864658152298674,-8.582489883624383,-11.94626872514908,-13.081152979306554,-8.878154208707416
-6.808842712929687,-10.31776313044686,-14.7811302902863,-13.631298676083563,-16.959410889846467,-9.51165243747155
-6.361723746640738,-9.043967446833443,-12.05276583583558,-12.863389757443228,-13.701102329106655,-8.958915886052186
-5.723229929791121,-8.670005535424433,-13.888745022128312,-12.658482559925876,-14.778731281357338,-8.33999032484467
-5.204773026251768,-7.289403310583397,-8.767865694823518,-10.473102987178263,-11.291245329308708,-7.71578336955221
-6.953533095901813,-9.220249440723109,-14.022384498332563,-13.9652840594158,-15.265153086923792,-9.91862085392205
-5.8307525386267285,-7.983971290199831,-10.662149128394738,-11.33526110839561,-11.855428508353848,-8.32118915280488
-6.07443429634453,-8.536239573824261,-11.210695557618104,-11.989791666358885,-12.883736828506052,-8.716596057099853
-6.850631580544807,-9.502150792535549,-13.844988327502524,-14.298809795886156,-17.09856884304759,-9.731112049144789
-5.958926758576155,-8.38977293614919,-8.77561844391743,-11.415948627291998,-12.264955145148756,-8.899085603610386
-6.06078856167446,-8.275113954544238,-10.181653019165353,-11.961481699511957,-13.506462660120368,-8.538181725130896
-4.594310973152502,-8.313740672693871,-11.363695987545746,-9.8282349137314,-11.352574116578367,-7.168668077925242
-5.431627136978439,-9.78292884177937,-15.43869219191464,-11.519634316930247,-15.712925859930316,-8.288328622298698
-6.176234425366834,-8.556522745905013,-12.75809123478773,-12.296245809868584,-12.887977463449849,-9.206302805623848
-6.527408289340668,-10.53843925349806,-8.969216613024905,-13.68947193157904,-16.101468914151344,-9.145985223825653
-6.099266587149678,-9.185061238228514,-14.44564206297013,-12.88294473799094,-16.580864711075634,-8.625756018657537
-5.475802188384808,-9.15782902283713,-10.973820136406925,-10.837602972598717,-12.909430442239357,-8.11408575115042
-5.384064470762495,-8.117866454816074,-11.45298265964062,-11.341494352192042,-12.645916645636689,-7.645405336589036
