noisy,xgb_near,xgb_full,ridge_near,ridge_full
-10.49231145233068,-11.051760956258864,-11.04101132493771,-11.87403476644828,-12.101835261830812
-9.75088346250417,-8.957550026482052,-11.644032268875133,-10.988902163401468,-11.05066877132038
-10.084903282114533,-10.102593833603905,-11.901487889156115,-11.48107045792956,-11.637522046673201
-10.423234893157995,-10.346669659444155,-8.669230839040043,-11.945596033585762,-12.1619040082568
-10.316302750374199,-9.826174321451543,-11.819386056859708,-11.660090515885996,-11.721362025559792
-11.202040705461096,-10.157257628334468,-10.518405831955176,-12.613939677590132,-12.863042865519246
-10.74239626382293,-10.755938152005212,-10.537218860516786,-12.331941256191033,-12.492865841973764
-11.374700885213691,-11.223783878442557,-10.301437098428256,-13.1687501437967,-13.242860752702262
-10.912261327552692,-11.361950140590455,-9.700295239546882,-12.38179035394076,-12.549837517674757
-10.900419191826625,-8.765563736786612,-11.928784762597697,-12.245964516209856,-12.264022617464835
-11.03481440826813,-10.001387580694688,-9.19484467825648,-12.367413379120926,-12.488874521128151
-9.851755085256553,-8.761275112884523,-9.005500139661676,-11.044501844055233,-11.155294638499267
-10.143764649013596,-9.632405275271303,-11.402969054364615,-11.576585482866562,-11.752129076211276
-10.718104929215908,-8.800540135797563,-7.259404573787785,-12.030954591505976,-12.071847987163991
-9.988988814051442,-9.401624620488828,-10.720176264220829,-11.256780460514234,-11.385100436814312
-11.872607331296987,-11.869920182145446,-10.78271952852623,-13.580473630916597,-13.745544631963055
-11.095966556187978,-10.561624998712992,-11.077429489879773,-12.769541378896939,-12.949143371906633
-10.52588926443274,-10.625987398424648,-11.27896746517752,-11.999645365999518,-12.084978202960432
-10.461827220807209,-10.509847640691556,-9.797750872894678,-11.835821167929971,-12.044614208708381
-11.687945687098544,-11.950376442082126,-9.812093020259208,-13.309092543092955,-13.458367642910014
-10.876830186664792,-10.479274870072981,-10.064973843523902,-12.463777159428156,-12.64394999193618
-11.630829550840946,-10.482817217137029,-10.948365542244087,-13.052618487752396,-13.177066087847518
-11.878104561592384,-11.214317063614747,-10.916269731583517,-13.415487121369486,-13.760701101564889
-10.209828096292002,-10.29926812873465,-11.157392911475913,-11.569001472623727,-11.640449019540798
-10.860915730874748,-10.779542738354342,-10.389507044750378,-12.352032332468122,-12.59626307360119
-10.10027356499266,-8.247339505198209,-11.510008605486659,-11.649110980291448,-11.730404072599363
-10.654686556787098,-10.702389748846155,-12.401197786216146,-12.22952418743869,-12.384395593711096
-11.303032492510747,-10.380160576462231,-11.596433157950287,-12.967517692875399,-13.173460089350595
-11.706934964970804,-11.772746731534044,-10.730567474616524,-13.281504668350227,-13.502378368968813
-11.151290122489899,-10.566791541996992,-11.212805298032528,-12.579490449292907,-12.777362817556742
-10.774768604568504,-11.302462202974626,-11.927168872435132,-12.214752177596216,-12.41022471002197
-10.193713753368957,-9.894359686787647,-10.61419758503363,-11.564582749484718,-11.71394917360182
-10.713404496232624,-10.466438354205568,-11.790005800626027,-12.15986569900947,-12.25494302813783
-10.045804077905139,-9.847760372160739,-14.047837267080007,-11.324973675401207,-11.408733938554455
-11.300418239636699,-10.668204183748287,-13.390835334362741,-12.99258102319569,-13.114026510669177
-9.377045120246718,-7.898349021643479,-9.82669270193246,-10.705128663504208,-10.7795908656303
-11.138020267692019,-10.281187188694098,-10.439701234142934,-12.498224960867601,-12.5706714691746
-11.685226374833789,-10.785353846389352,-10.784370313045073,-13.333732212815347,-13.452571921827243
-11.141987528572502,-10.310814002573382,-11.170887618222949,-12.598653155535665,-12.630315695893989
-10.668005956016765,-10.435262872623905,-10.977615278435765,-12.134574798966051,-12.395577383666064
-9.77073870455578,-8.833984090398083,-8.437104028773227,-10.946665870072664,-11.094926404456114
-11.543164881092077,-10.489588540074944,-8.86774993776102,-13.00013779746515,-13.051223093343252
-10.1097956227304,-9.29181487052183,-10.395610827197295,-11.322356325113489,-11.360096075047462
-10.925609893587623,-9.186974712292312,-11.464768222462407,-12.290744422346334,-12.290052824102304
-11.580570532444604,-10.036975186578475,-12.601117035545094,-13.088195956323151,-13.33696488537187
-10.877910741540452,-9.007389253085428,-12.06122641166194,-12.187349045884789,-12.223797699866081
-10.54320293971232,-10.122123998625462,-10.276544869469166,-11.902470171263632,-12.031164401853449
-10.258483404289336,-10.363397092926736,-12.389645809615152,-11.670279734564579,-11.867377054674424
-11.478192656068174,-11.156895019091678,-15.172725669110488,-13.092992378457515,-13.51258006922907
-11.131676285866416,-9.7653563965553,-10.481755234254228,-12.479276787749058,-12.569044342349983
-11.771019619792451,-11.236657879130824,-10.489269435816619,-13.358420724998934,-13.649908069574142
-11.02656885690277,-9.7529672342408,-14.775674335978906,-12.640558434768327,-12.915755670200056
-10.978534938994862,-11.48219018898368,-11.937109745569238,-12.361475417992956,-12.6418449932791
-10.017124271173055,-9.783684460312514,-11.215914811037154,-11.410865722774467,-11.434673549495276
